TeamId,TeamName,SubmissionDate,Score
99991,deassis,"2014-06-12 18:34:05",0.82589
100168,Shahab,"2014-06-12 18:42:39",0.66964
100335,gabe,"2014-06-12 22:59:38",0.50000
100338,"Barnan Das","2014-06-12 23:41:33",0.50000
100346,"Chris Hammond","2014-06-13 01:06:32",0.81696
100338,"Barnan Das","2014-06-13 02:20:56",0.70312
100364,nesciemus,"2014-06-13 04:59:23",0.73660
99312,Vopani,"2014-06-13 05:25:09",0.78571
99836,Strawberry_Field,"2014-06-13 05:45:24",0.83482
99511,"Vivant Shen & kaza","2014-06-13 06:55:23",0.81250
100277,SRK,"2014-06-13 07:13:40",0.82589
99564,razgon,"2014-06-13 07:47:00",0.87500
99898,"Ayush (mlsp)","2014-06-13 07:52:21",0.80803
100100,tuomas_s,"2014-06-13 10:53:27",0.77678
99697,"Andreas Merentitis (mlsp)","2014-06-13 11:39:26",0.81696
100109,bobA,"2014-06-13 12:08:12",0.75892
100440,notuama,"2014-06-13 15:23:17",0.74553
99966,"Lucas Snow","2014-06-14 00:01:26",0.85267
99391,lol,"2014-06-14 00:18:18",0.87946
100346,"Chris Hammond","2014-06-14 00:31:05",0.83035
100336,"Yiannis K.","2014-06-14 00:38:58",0.63839
100219,Senuk,"2014-06-14 01:24:17",0.82142
99352,"Alexander  Larko","2014-06-14 01:50:39",0.82589
100507,"Zhengjun Li","2014-06-14 03:29:07",0.67410
99979,DA,"2014-06-14 06:52:23",0.80803
99622,"David Hoeffer","2014-06-14 07:16:10",0.84821
100535,"Nick Gorev","2014-06-14 10:03:28",0.75446
100543,"Antonella Rotondo","2014-06-14 10:43:39",0.47321
99836,Strawberry_Field,"2014-06-14 13:32:39",0.84821
99564,razgon,"2014-06-14 14:47:21",0.87946
100574,"Josef Feigl","2014-06-14 15:24:10",0.81696
100567,"turkmen (mlsp)","2014-06-14 15:52:21",0.60714
100588,ripley,"2014-06-14 22:05:29",0.76339
100616,disgon,"2014-06-14 23:39:40",0.56250
100495,"Phil Culliton","2014-06-14 23:58:53",0.71428
100219,Senuk,"2014-06-15 00:30:57",0.85714
100336,"Yiannis K.","2014-06-15 01:25:18",0.87723
100507,"Zhengjun Li","2014-06-15 02:32:51",0.69642
100535,"Nick Gorev","2014-06-15 03:48:44",0.78571
100567,"turkmen (mlsp)","2014-06-15 04:55:14",0.87053
100655,jgans,"2014-06-15 05:04:28",0.57589
100656,"David Thaler","2014-06-15 05:12:52",0.61160
99404,Zhuz,"2014-06-15 06:12:11",0.87500
99639,tylerelyt,"2014-06-15 06:51:20",0.81696
100100,tuomas_s,"2014-06-15 08:53:11",0.79464
99352,"Alexander  Larko","2014-06-15 09:39:11",0.85267
99511,"Vivant Shen & kaza","2014-06-15 10:12:54",0.86160
99828,GJ,"2014-06-15 12:15:08",0.83482
99542,lnicalo,"2014-06-15 13:17:24",0.60267
100495,"Phil Culliton","2014-06-15 13:33:30",0.82142
99898,"Ayush (mlsp)","2014-06-15 14:08:49",0.82812
99319,"shit happens!","2014-06-15 14:36:59",0.92410
100748,"Parthiban Gowthaman","2014-06-15 17:23:54",0.28571
100760,Mike,"2014-06-15 19:52:45",0.54464
99799,"Gabe Gaster","2014-06-15 21:19:16",0.80803
100781,d.bar,"2014-06-15 23:44:06",0.70982
99412,optimizer,"2014-06-16 01:23:50",0.85714
99352,"Alexander  Larko","2014-06-16 01:47:55",0.86160
100748,"Parthiban Gowthaman","2014-06-16 01:56:24",0.74107
100655,jgans,"2014-06-16 06:27:56",0.67410
99319,"shit happens!","2014-06-16 09:07:58",0.92857
100826,echo,"2014-06-16 09:24:34",0.73660
99841,WekaWeka,"2014-06-16 11:35:13",0.50000
99522,BartekP,"2014-06-16 11:52:28",0.87500
100819,Kadam,"2014-06-16 13:07:10",0.77678
100161,blaine,"2014-06-16 15:49:02",0.85714
99309,"Puma Lightning (mlsp)","2014-06-16 16:10:05",0.66964
100335,gabe,"2014-06-16 17:28:56",0.82589
100878,"The Hound","2014-06-16 17:43:26",0.32812
100807,laurie,"2014-06-16 17:59:12",0.80803
100616,disgon,"2014-06-16 20:28:02",0.85714
99391,lol,"2014-06-16 22:18:50",0.88392
100168,Shahab,"2014-06-16 23:54:09",0.79017
100168,Shahab,"2014-06-17 00:35:03",0.82142
100656,"David Thaler","2014-06-17 01:07:21",0.80803
99352,"Alexander  Larko","2014-06-17 01:35:01",0.87053
99877,Isrish,"2014-06-17 04:03:42",0.66964
99309,"Puma Lightning (mlsp)","2014-06-17 04:07:53",0.70089
100616,disgon,"2014-06-17 04:10:35",0.86160
100760,Mike,"2014-06-17 07:52:06",0.64732
100949,ZuluWarrior,"2014-06-17 07:57:37",0.76339
99639,tylerelyt,"2014-06-17 09:30:52",0.82142
99564,razgon,"2014-06-17 10:48:35",0.88392
100277,SRK,"2014-06-17 11:20:08",0.83928
100826,echo,"2014-06-17 12:36:46",0.83482
99312,Vopani,"2014-06-17 13:44:32",0.80803
100543,"Antonella Rotondo","2014-06-17 16:03:14",0.62053
101004,"Federico Badini 2","2014-06-17 16:49:11",0.71428
100878,"The Hound","2014-06-17 17:02:04",0.83035
101000,"soul bubble (mlsp)","2014-06-17 17:34:08",0.74553
100748,"Parthiban Gowthaman","2014-06-17 18:18:09",0.81696
99841,WekaWeka,"2014-06-17 19:19:07",0.80803
101001,"Jun Pilao","2014-06-17 19:31:17",0.64285
99558,cvs5202,"2014-06-17 22:09:55",0.80357
101035,"Shreyas Saxena","2014-06-17 22:13:43",0.50000
101047,Mojtaba,"2014-06-17 23:43:54",0.79017
101050,Diba,"2014-06-18 00:10:19",0.63392
99979,DA,"2014-06-18 00:19:40",0.82142
101001,"Jun Pilao","2014-06-18 00:20:20",0.66964
99428,"Jason Noriega (mlsp)","2014-06-18 00:53:21",0.87276
101035,"Shreyas Saxena","2014-06-18 02:08:21",0.80803
100335,gabe,"2014-06-18 04:59:37",0.86160
101091,d2a2d,"2014-06-18 07:05:59",0.44642
99312,Vopani,"2014-06-18 07:28:49",0.83035
99779,Sandro,"2014-06-18 10:21:02",0.83482
100543,"Antonella Rotondo","2014-06-18 11:34:27",0.70982
99319,"shit happens!","2014-06-18 11:49:54",0.93750
99841,WekaWeka,"2014-06-18 12:00:43",0.84821
101127,Kevin_Hu,"2014-06-18 12:06:46",0.79017
100878,"The Hound","2014-06-18 12:10:37",0.83482
101132,"Eroka Eroka","2014-06-18 12:24:39",0.31696
101141,"Xin Woo","2014-06-18 13:12:34",0.76785
101144,"Filippo Filippi","2014-06-18 13:23:20",0.86160
101148,"royal mayer","2014-06-18 13:47:52",0.77232
101155,PsychoMy,"2014-06-18 15:20:50",0.58035
99542,lnicalo,"2014-06-18 15:57:18",0.71428
99265,"Karol Piczak (mlsp)","2014-06-18 16:03:05",0.62500
101152,"Zafer Iscan (mlsp)","2014-06-18 18:36:59",0.75892
100793,justinadaircobb,"2014-06-18 20:14:48",0.76339
101197,Maccios,"2014-06-18 20:52:30",0.59821
101198,"Data Frame","2014-06-18 20:55:46",0.86160
101200,cobra,"2014-06-18 21:31:20",0.71428
101201,Anthony,"2014-06-18 21:31:28",0.73660
101203,"Robert Bacc","2014-06-18 21:45:35",0.68303
101186,"HalepMania (mlsp)","2014-06-18 22:18:51",0.80803
101211,larryB,"2014-06-18 22:56:10",0.75000
101210,Corbezzoli,"2014-06-18 23:09:01",0.31919
99428,"Jason Noriega (mlsp)","2014-06-19 00:58:13",0.88169
102144,heyess,"2014-06-19 02:46:01",0.79017
102147,jinpingxi,"2014-06-19 03:05:03",0.78571
99689,sshchicago,"2014-06-19 03:22:54",0.79017
99312,Vopani,"2014-06-19 04:26:30",0.84375
99474,"Zhao Yilong","2014-06-19 05:11:01",0.86607
102155,blizzard,"2014-06-19 05:35:41",0.63392
102170,"Mausumi Kumari","2014-06-19 06:46:40",0.80803
99898,"Ayush (mlsp)","2014-06-19 07:12:38",0.87500
99979,DA,"2014-06-19 08:27:50",0.83482
102183,"Interference Katiusha Müller","2014-06-19 08:44:49",0.80357
101091,d2a2d,"2014-06-19 09:13:46",0.54464
100100,tuomas_s,"2014-06-19 09:38:23",0.80357
101197,Maccios,"2014-06-19 10:12:57",0.63392
99359,Ozgur,"2014-06-19 10:40:37",0.56250
102181,Dario,"2014-06-19 14:11:17",0.79464
101141,"Xin Woo","2014-06-19 15:52:55",0.86160
99542,lnicalo,"2014-06-19 17:18:35",0.72321
101050,Diba,"2014-06-19 17:23:40",0.70089
102302,AlBanano,"2014-06-19 22:29:08",0.38392
101210,Corbezzoli,"2014-06-19 22:50:46",0.59821
102338,TheKobraIsNotASnake,"2014-06-19 23:59:20",0.50000
100949,ZuluWarrior,"2014-06-20 01:20:01",0.80133
102147,jinpingxi,"2014-06-20 03:37:26",0.80357
99309,"Puma Lightning (mlsp)","2014-06-20 03:42:21",0.74107
101127,Kevin_Hu,"2014-06-20 03:48:07",0.83482
100826,echo,"2014-06-20 03:49:14",0.86607
102368,pbnyc,"2014-06-20 04:04:57",0.76339
102239,"Hrishikesh Huilgolkar","2014-06-20 04:55:59",0.57589
99474,"Zhao Yilong","2014-06-20 05:01:31",0.87500
100655,jgans,"2014-06-20 05:29:18",0.71205
99697,"Andreas Merentitis (mlsp)","2014-06-20 05:30:32",0.83928
100277,SRK,"2014-06-20 06:03:35",0.84375
99695,naxeji,"2014-06-20 07:12:02",0.84821
101091,d2a2d,"2014-06-20 07:39:18",0.57142
102218,aptperson,"2014-06-20 09:09:00",0.63392
102419,yu_he,"2014-06-20 09:48:40",0.61607
102451,Brasco,"2014-06-20 12:57:19",0.88392
101155,PsychoMy,"2014-06-20 14:18:49",0.78125
101001,"Jun Pilao","2014-06-20 15:02:34",0.70982
101197,Maccios,"2014-06-20 15:09:38",0.74553
101203,"Robert Bacc","2014-06-20 15:30:11",0.86160
100543,"Antonella Rotondo","2014-06-20 15:38:22",0.76785
102471,"walter rock","2014-06-20 15:42:47",0.84375
102468,mr_english,"2014-06-20 16:40:24",0.68750
102498,aigna,"2014-06-20 20:02:23",0.65625
100781,d.bar,"2014-06-20 20:36:51",0.74107
102501,"Andrew Ostapets","2014-06-20 20:42:29",0.76339
102507,"Chumbia Wumbia","2014-06-20 21:47:00",0.73660
102510,"Yesu Feng","2014-06-20 22:03:10",0.61607
102511,DataBot86,"2014-06-20 22:19:05",0.65178
102513,Frank87,"2014-06-20 22:26:59",0.62053
101035,"Shreyas Saxena","2014-06-20 22:37:05",0.83035
99877,Isrish,"2014-06-21 03:59:08",0.83035
102541,"Joe Regan","2014-06-21 04:19:07",0.68080
102547,cece,"2014-06-21 05:15:09",0.50000
102554,mg,"2014-06-21 06:40:45",0.75892
101197,Maccios,"2014-06-21 07:49:51",0.81696
99898,"Ayush (mlsp)","2014-06-21 08:18:03",0.87946
101155,PsychoMy,"2014-06-21 08:22:21",0.88839
102302,AlBanano,"2014-06-21 09:45:57",0.47767
100760,Mike,"2014-06-21 09:51:18",0.80803
99265,"Karol Piczak (mlsp)","2014-06-21 11:30:54",0.70535
101001,"Jun Pilao","2014-06-21 11:41:59",0.87053
101148,"royal mayer","2014-06-21 11:51:40",0.79464
102218,aptperson,"2014-06-21 12:18:50",0.80357
102507,"Chumbia Wumbia","2014-06-21 12:35:43",0.79017
102589,ajpcaj,"2014-06-21 13:02:24",0.25892
101203,"Robert Bacc","2014-06-21 13:17:10",0.87500
102591,Anatoliy,"2014-06-21 13:54:06",0.79464
102593,eskimo,"2014-06-21 13:58:57",0.82589
102598,"jack jacky","2014-06-21 14:46:48",0.85267
102510,"Yesu Feng","2014-06-21 14:52:52",0.63392
99542,lnicalo,"2014-06-21 15:41:04",0.80803
99841,WekaWeka,"2014-06-21 15:51:25",0.87500
102620,"Xin Djlan","2014-06-21 19:01:26",0.80357
102622,"John Snow","2014-06-21 19:17:39",0.81696
100656,"David Thaler","2014-06-21 19:52:08",0.82589
99428,"Jason Noriega (mlsp)","2014-06-22 00:08:57",0.92857
102547,cece,"2014-06-22 01:26:13",0.62053
102147,jinpingxi,"2014-06-22 02:19:12",0.82142
102144,heyess,"2014-06-22 03:35:26",0.82589
100748,"Parthiban Gowthaman","2014-06-22 05:33:10",0.82589
102671,"chris r","2014-06-22 06:46:01",0.72991
102670,Kartikeya,"2014-06-22 07:29:15",0.73214
101198,"Data Frame","2014-06-22 08:03:30",0.87500
102468,mr_english,"2014-06-22 08:10:12",0.81696
102679,"Rahul Murgai","2014-06-22 08:42:55",0.50000
102507,"Chumbia Wumbia","2014-06-22 10:29:42",0.86607
101148,"royal mayer","2014-06-22 10:39:33",0.80357
99966,"Lucas Snow","2014-06-22 12:46:49",0.85714
101091,d2a2d,"2014-06-22 13:09:53",0.59375
102691,joshi,"2014-06-22 13:18:17",0.61607
102471,"walter rock","2014-06-22 13:23:37",0.86607
101211,larryB,"2014-06-22 13:28:21",0.79464
102704,"Matthew Sharpe","2014-06-22 15:05:04",0.75446
99841,WekaWeka,"2014-06-22 15:34:07",0.89732
99265,"Karol Piczak (mlsp)","2014-06-22 15:42:34",0.76339
102740,mr.donuts,"2014-06-22 18:48:20",0.72767
102510,"Yesu Feng","2014-06-22 19:39:04",0.64285
99991,deassis,"2014-06-22 19:49:19",0.84375
102756,titanfall,"2014-06-22 20:39:23",0.73660
102757,"Ahmed Sobhy Khattab (mlsp)","2014-06-22 21:05:01",0.79910
102762,Menno,"2014-06-22 21:23:33",0.64732
102764,super-dario,"2014-06-22 22:06:56",0.74553
99391,lol,"2014-06-22 23:22:31",0.90178
100949,ZuluWarrior,"2014-06-23 01:10:27",0.83928
99352,"Alexander  Larko","2014-06-23 02:13:29",0.87946
102147,jinpingxi,"2014-06-23 03:36:37",0.85267
100656,"David Thaler","2014-06-23 04:21:38",0.86160
99312,Vopani,"2014-06-23 04:31:24",0.87946
101127,Kevin_Hu,"2014-06-23 04:35:13",0.85267
102510,"Yesu Feng","2014-06-23 05:08:10",0.67410
100277,SRK,"2014-06-23 05:42:02",0.86160
102762,Menno,"2014-06-23 06:36:56",0.66964
99898,"Ayush (mlsp)","2014-06-23 06:39:42",0.88392
102797,"NDM sludge","2014-06-23 07:07:07",0.53571
102816,Alex,"2014-06-23 09:39:27",0.67410
102823,newbie_LA,"2014-06-23 10:29:59",0.83035
102821,"Abhinav Litkar","2014-06-23 10:54:12",0.79910
102834,sincerita,"2014-06-23 11:59:31",0.75892
102850,Brad,"2014-06-23 14:12:53",0.73214
102855,n00boy,"2014-06-23 14:15:12",0.71428
102860,Albert,"2014-06-23 14:49:27",0.81250
102861,Wekers,"2014-06-23 14:50:04",0.47991
101152,"Zafer Iscan (mlsp)","2014-06-23 14:53:56",0.80803
102862,Markov,"2014-06-23 15:06:59",0.79910
102866,Yashin,"2014-06-23 15:37:02",0.81696
102870,aleph_t,"2014-06-23 15:50:04",0.83035
102874,Wayne,"2014-06-23 16:18:36",0.79910
102878,no_name70,"2014-06-23 16:38:47",0.75892
102879,x-master,"2014-06-23 16:50:06",0.59375
102882,c.barb,"2014-06-23 17:12:55",0.80803
102884,"antonio anobii","2014-06-23 17:18:55",0.75000
102704,"Matthew Sharpe","2014-06-23 17:26:25",0.79017
102896,"Sanjay Kumar","2014-06-23 18:18:47",0.60267
102903,RobertW,"2014-06-23 19:34:48",0.76785
102541,"Joe Regan","2014-06-23 20:39:21",0.75000
99836,Strawberry_Field,"2014-06-23 23:26:40",0.86607
102797,"NDM sludge","2014-06-24 00:41:37",0.61607
102896,"Sanjay Kumar","2014-06-24 01:11:51",0.85714
99428,"Jason Noriega (mlsp)","2014-06-24 02:21:13",0.95089
102670,Kartikeya,"2014-06-24 03:06:33",0.75000
102957,ghalib,"2014-06-24 04:11:00",0.74776
100760,Mike,"2014-06-24 04:29:49",0.81696
100277,SRK,"2014-06-24 05:42:31",0.88839
102821,"Abhinav Litkar","2014-06-24 07:46:06",0.79910
100290,"Ankush Shah","2014-06-24 07:56:14",0.85714
102884,"antonio anobii","2014-06-24 12:26:27",0.85714
102800,Nanda,"2014-06-24 12:51:49",0.67410
102855,n00boy,"2014-06-24 13:07:27",0.81696
102882,c.barb,"2014-06-24 13:26:38",0.82142
103036,gigen,"2014-06-24 14:06:01",0.86160
102860,Albert,"2014-06-24 14:17:03",0.81696
103043,pigreek,"2014-06-24 14:42:16",0.82142
100364,nesciemus,"2014-06-24 14:45:09",0.79910
103047,"Leonardo Alfa","2014-06-24 14:59:57",0.74776
99639,tylerelyt,"2014-06-24 15:30:46",0.85714
102207,Legominers,"2014-06-24 16:06:26",0.63839
102762,Menno,"2014-06-24 17:35:08",0.87946
103090,"Ei tästä tuu mitään (mlsp)","2014-06-24 18:32:59",0.80803
100656,"David Thaler","2014-06-24 19:17:19",0.88392
102757,"Ahmed Sobhy Khattab (mlsp)","2014-06-24 20:21:50",0.82142
102368,pbnyc,"2014-06-24 20:28:13",0.83482
103106,UnsatisfiableMind,"2014-06-24 20:34:26",0.26785
102703,"Rushik Thumar","2014-06-24 22:14:56",0.50000
101211,larryB,"2014-06-25 00:04:57",0.91071
103138,scottie_65,"2014-06-25 01:46:18",0.81250
99428,"Jason Noriega (mlsp)","2014-06-25 02:03:07",0.95758
100277,SRK,"2014-06-25 02:46:00",0.89732
102144,heyess,"2014-06-25 03:01:38",0.85714
100535,"Nick Gorev","2014-06-25 03:18:06",0.79687
102147,jinpingxi,"2014-06-25 04:43:49",0.89732
100760,Mike,"2014-06-25 06:21:17",0.82589
100364,nesciemus,"2014-06-25 06:50:46",0.83035
103194,DataGeek,"2014-06-25 07:45:06",0.75892
103047,"Leonardo Alfa","2014-06-25 09:14:46",0.77901
103043,pigreek,"2014-06-25 09:24:36",0.84821
103036,gigen,"2014-06-25 09:33:27",0.86607
102882,c.barb,"2014-06-25 09:41:46",0.83928
102834,sincerita,"2014-06-25 11:29:51",0.80803
103230,casia,"2014-06-25 12:37:59",0.70982
103257,"Mike Mathews","2014-06-25 16:49:23",0.62946
101197,Maccios,"2014-06-25 16:52:41",0.82589
101001,"Jun Pilao","2014-06-25 17:01:19",0.91071
101148,"royal mayer","2014-06-25 17:11:38",0.90625
102598,"jack jacky","2014-06-25 17:26:55",0.88392
99474,"Zhao Yilong","2014-06-25 17:27:17",0.91517
103263,TB,"2014-06-25 17:29:22",0.75446
102620,"Xin Djlan","2014-06-25 17:33:06",0.83482
103276,machinelearn,"2014-06-25 19:11:31",0.50000
103275,Danny&Luc,"2014-06-25 19:22:44",0.72767
100113,jlef,"2014-06-25 20:24:46",0.70089
102510,"Yesu Feng","2014-06-25 21:01:20",0.74107
102207,Legominers,"2014-06-25 21:17:19",0.67410
103264,"Alex 2","2014-06-25 21:29:01",0.67410
103295,"MindLab UNAL (mlsp)","2014-06-25 21:38:24",0.76339
103297,giove_olimpo,"2014-06-25 21:52:37",0.81250
103304,"anurag kumar","2014-06-25 22:54:46",0.70758
103090,"Ei tästä tuu mitään (mlsp)","2014-06-26 00:06:54",0.81250
103319,"Kim chow","2014-06-26 02:47:24",0.87946
103323,Jieming,"2014-06-26 03:11:41",0.59375
100535,"Nick Gorev","2014-06-26 03:22:17",0.83482
100655,jgans,"2014-06-26 05:42:48",0.83928
102884,"antonio anobii","2014-06-26 08:25:17",0.88839
102882,c.barb,"2014-06-26 08:28:01",0.88839
103359,apple40,"2014-06-26 08:42:30",0.84375
103360,manto85,"2014-06-26 08:46:57",0.85267
102218,aptperson,"2014-06-26 09:19:11",0.88392
103374,minky999,"2014-06-26 11:14:26",0.82142
100543,"Antonella Rotondo","2014-06-26 13:50:22",0.88392
103404,Khaleesi,"2014-06-26 14:46:17",0.81919
103410,rwcity,"2014-06-26 16:07:40",0.80803
101203,"Robert Bacc","2014-06-26 16:17:00",0.89732
103418,maretta,"2014-06-26 16:20:58",0.75446
101197,Maccios,"2014-06-26 16:22:13",0.90178
102181,Dario,"2014-06-26 17:35:01",0.87500
102860,Albert,"2014-06-26 17:46:59",0.85714
102862,Markov,"2014-06-26 17:51:48",0.87053
103257,"Mike Mathews","2014-06-26 17:53:20",0.81250
102866,Yashin,"2014-06-26 18:52:32",0.88392
103435,"jane blacksmith","2014-06-26 18:56:21",0.85267
102874,Wayne,"2014-06-26 18:56:55",0.81250
103436,Nadya,"2014-06-26 19:06:17",0.49553
103439,"LABNEC - UFABC","2014-06-26 19:13:02",0.31696
103443,"lucas milcov","2014-06-26 19:22:57",0.77678
99511,"Vivant Shen & kaza","2014-06-26 19:27:21",0.86607
100113,jlef,"2014-06-26 19:54:30",0.82589
103451,Jimmy,"2014-06-26 20:12:25",0.63839
102207,Legominers,"2014-06-26 22:22:53",0.79910
101127,Kevin_Hu,"2014-06-27 02:00:25",0.89732
103323,Jieming,"2014-06-27 02:38:25",0.76339
100277,SRK,"2014-06-27 03:07:49",0.91071
103487,Peter,"2014-06-27 03:24:19",0.69196
103090,"Ei tästä tuu mitään (mlsp)","2014-06-27 03:30:52",0.82142
99312,Vopani,"2014-06-27 04:08:41",0.93750
102598,"jack jacky","2014-06-27 07:15:33",0.89732
102622,"John Snow","2014-06-27 07:20:46",0.90625
